Common Name,Scientific Name,Where_Found,Family,Family Common Name,Duration,Growth Habit,Active Growth Period,Flower Color,Foliage Color,Growth Form,Growth Rate,"Height, Mature (feet)",Low Growing Grass,Shape and Orientation,Toxicity,Drought Tolerance,Shade Tolerance,Bloom Period,Bare Root,Bulbs,Container,Corms,Cuttings,Seed,Sod,Sprigs,Tubers,Palatable Human
downy arrowwood,Viburnum rafinesqueanum,"CAN(MB, ON, QC), USA(AL, AR, CT, DE, GA, IA, IL, IN, KY, MA, MD, MI, MN, MO, NC, ND, NH, NJ, NY, OH, OK, PA, SC, SD, TN, VA, VT, WI, WV)",Caprifoliaceae,Honeysuckle family,Perennial,Shrub,Spring and Summer,White,Green,Multiple Stem,Moderate,6,No,Erect,None,Medium,Tolerant,Late Spring,Yes,No,Yes,No,No,Yes,No,No,No,No
small white violet,Viola macloskeyi,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK), FRA(SB), USA(AL, CA, CO, CT, DE, GA, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY)",Violaceae,Violet family,Perennial,Forb/herb,Spring and Summer,White,Green,Stoloniferous,Moderate,0.5,No,Prostrate,None,Low,Tolerant,Early Spring,Yes,No,No,No,Yes,Yes,No,Yes,No,No
catbird grape,Vitis palmata,"USA(AL, AR, CT, FL, GA, IL, IN, KY, LA, MO, MS, NJ, OK, TN, TX)",Vitaceae,Grape family,Perennial,Vine,Spring and Summer,White,Green,Multiple Stem,Moderate,30,No,Climbing,None,Low,Intermediate,Late Spring,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes
riverbank grape,Vitis riparia,"CAN(MB, NB, NS, ON, QC), USA(AR, CO, CT, DC, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SD, TN, TX, VA, VT, WA, WI, WV, WY)",Vitaceae,Grape family,Perennial,Vine,Spring and Summer,White,Green,Multiple Stem,Moderate,45,No,Climbing,None,Medium,Intermediate,Late Spring,Yes,No,Yes,No,Yes,Yes,No,No,No,No
muscadine,Vitis rotundifolia,"USA(AL, AR, DE, FL, GA, KY, LA, MD, MO, MS, NC, OK, SC, TN, TX, VA, WV)",Vitaceae,Grape family,Perennial,Vine,"Spring, Summer, Fall",White,Green,Multiple Stem,Moderate,30,No,Climbing,None,Medium,Intermediate,Late Spring,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes
frost grape,Vitis vulpina,"CAN(ON), USA(AL, AR, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)",Vitaceae,Grape family,Perennial,Vine,"Spring, Summer, Fall",White,Green,Multiple Stem,Moderate,83,No,Climbing,None,Low,Intermediate,Late Spring,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes
common beargrass,Xerophyllum tenax,"CAN(AB, BC), USA(CA, ID, MT, OR, WA, WY)",Liliaceae,Lily family,Perennial,Forb/herb,Spring and Summer,White,Green,Rhizomatous,Rapid,5,No,Erect,None,Medium,Intermediate,Summer,No,No,No,No,No,Yes,No,No,No,No
banana yucca,Yucca baccata,"USA(AZ, CA, CO, NM, NV, TX, UT)",Agavaceae,Century-plant family,Perennial,"Subshrub, Forb/herb, Shrub","Spring, Summer, Fall",White,Green,Multiple Stem,Moderate,4,No,Erect,None,High,Intolerant,Late Spring,Yes,No,Yes,No,No,Yes,No,No,No,No
Joshua tree,Yucca brevifolia var. brevifolia,"USA(AZ, CA, NV, UT)",Agavaceae,Century-plant family,Perennial,"Tree, Shrub",Spring and Summer,White,Green,Single Stem,Moderate,30,No,Erect,None,High,Intolerant,Late Spring,Yes,No,Yes,No,No,Yes,No,No,No,No
soaptree yucca,Yucca elata,"USA(AZ, NM, NV, TX, UT)",Agavaceae,Century-plant family,Perennial,"Tree, Shrub",Spring and Summer,White,Green,Stoloniferous,Moderate,20,No,Erect,None,High,Intolerant,Late Spring,Yes,No,Yes,No,No,Yes,No,No,No,No
soapweed yucca,Yucca glauca,"CAN(AB), USA(AR, CO, IA, KS, MO, MT, ND, NE, NM, OK, SD, TX, WY)",Agavaceae,Century-plant family,Perennial,"Subshrub, Shrub, Forb/herb",Spring and Summer,White,Green,Rhizomatous,Moderate,1,No,Decumbent,None,High,Intolerant,Late Spring,Yes,No,Yes,No,No,Yes,No,No,No,No
balsam fir,Abies balsamea,"CAN(AB, LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(CT, IA, IN, MA, MD, ME, MI, MN, NH, NJ, NY, OH, PA, RI, VA, VT, WI, WV)",Pinaceae,Pine family,Perennial,Tree,Spring and Summer,Yellow,Green,Single Stem,Slow,60,No,Conical,None,Low,Tolerant,Mid Summer,Yes,No,Yes,No,No,Yes,No,No,No,No
Sydney golden wattle,Acacia longifolia,USA(CA),Fabaceae,Pea family,Perennial,"Tree, Shrub",Spring and Summer,Yellow,Green,Multiple Stem,Rapid,20,No,Semi-Erect,None,High,Intolerant,Summer,Yes,No,Yes,No,Yes,Yes,No,No,No,No
bigtooth maple,Acer grandidentatum,"USA(AZ, CO, ID, MT, NM, NV, TX, UT, WA, WY)",Aceraceae,Maple family,Perennial,"Tree, Shrub",Spring and Summer,Yellow,Green,Single Stem,Moderate,38,No,Erect,None,Low,Intermediate,Spring,Yes,No,Yes,No,No,Yes,No,No,No,No
bigleaf maple,Acer macrophyllum,"CAN(BC), USA(CA, OR, WA)",Aceraceae,Maple family,Perennial,Tree,Spring and Summer,Yellow,Green,Single Stem,Rapid,60,No,Erect,None,Low,Intermediate,Mid Spring,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes
black maple,Acer nigrum,"CAN(ON, QC), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, NC, NH, NJ, NY, OH, PA, SD, TN, VA, VT, WI, WV)",Aceraceae,Maple family,Perennial,Tree,Spring and Summer,Yellow,Green,Single Stem,Moderate,100,No,Erect,None,Medium,Tolerant,Late Spring,Yes,No,Yes,No,No,Yes,No,No,No,Yes
striped maple,Acer pensylvanicum,"CAN(NB, NS, ON, PE, QC), USA(CT, GA, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV)",Aceraceae,Maple family,Perennial,"Tree, Shrub",Spring and Summer,Yellow,Green,Single Stem,Slow,35,No,Erect,None,Low,Tolerant,Late Spring,Yes,No,Yes,No,No,Yes,No,No,No,No
silver maple,Acer saccharinum,"CAN(NB, ON, QC, SK), USA(AL, AR, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV)",Aceraceae,Maple family,Perennial,Tree,Spring and Summer,Yellow,Green,Single Stem,Rapid,90,No,Rounded,None,Low,Intermediate,Early Spring,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes
mountain maple,Acer spicatum,"CAN(LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(AL, CT, GA, IA, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV)",Aceraceae,Maple family,Perennial,"Tree, Shrub",Spring and Summer,Yellow,Green,Multiple Stem,Moderate,25,No,Erect,None,Low,Tolerant,Spring,Yes,No,Yes,No,No,Yes,No,No,No,No
Indian ricegrass,Achnatherum hymenoides,"CAN(AB, BC, MB, SK, YT), USA(AR, AZ, CA, CO, ID, KS, MN, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY)",Poaceae,Grass family,Perennial,Graminoid,"Spring, Summer, Fall",Yellow,Green,Bunch,Moderate,2,No,Erect,None,High,Intolerant,Late Spring,No,No,No,No,No,Yes,No,No,No,No
Lemmon's needlegrass,Achnatherum lemmonii var. lemmonii,"USA(AZ, CA, ID, MT, NV, OR, UT, WA)",Poaceae,Grass family,Perennial,Graminoid,"Spring, Summer, Fall",Yellow,Green,Bunch,Slow,3,Yes,Semi-Erect,None,High,Intolerant,Summer,No,No,No,No,No,Yes,No,No,No,No
Letterman's needlegrass,Achnatherum lettermanii,"USA(AZ, CA, CO, ID, MT, NM, NV, OR, UT, WY)",Poaceae,Grass family,Perennial,Graminoid,"Spring, Summer, Fall",Yellow,Green,Bunch,Slow,2,Yes,Semi-Erect,None,High,Intolerant,Summer,No,No,No,No,No,Yes,No,No,No,No
Dore's needlegrass,Achnatherum nelsonii ssp. dorei,"CAN(AB, BC, SK, YT), USA(AZ, CA, CO, ID, MT, NM, NV, OR, SD, TX, UT, WA, WY)",Poaceae,Grass family,Perennial,Graminoid,Spring and Summer,Yellow,Green,Bunch,Moderate,3,No,Erect,None,High,Intolerant,Early Summer,No,No,No,No,No,Yes,No,No,No,No
western needlegrass,Achnatherum occidentale ssp. occidentale,USA(CA),Poaceae,Grass family,Perennial,Graminoid,Spring and Summer,Yellow,Green,Bunch,Moderate,2,No,Erect,None,High,Intermediate,Late Spring,No,No,No,No,No,Yes,No,No,No,No
desert needlegrass,Achnatherum speciosum,"USA(AZ, CA, CO, NM, NV, OR, UT)",Poaceae,Grass family,Perennial,Graminoid,Spring and Summer,Yellow,Green,Bunch,Moderate,2,No,Erect,None,High,Intolerant,Late Spring,No,No,No,No,No,Yes,No,No,No,No
sweetflag,Acorus americanus,"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), USA(AK, CT, DC, DE, IA, ID, IL, IN, MA, ME, MI, MN, MT, ND, NE, NH, NJ, NY, OH, PA, RI, SD, VA, VT, WA, WI)",Acoraceae,Calamus family,Perennial,Forb/herb,Spring and Summer,Yellow,Green,Rhizomatous,Moderate,3.9,No,Erect,None,None,Intolerant,Late Spring,No,No,No,No,No,No,No,Yes,No,No
calamus,Acorus calamus,"CAN(MB, NB, NS, ON, PE, QC), USA(AL, AR, CA, CO, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV)",Acoraceae,Calamus family,Perennial,Forb/herb,Spring and Summer,Yellow,Green,Rhizomatous,Moderate,5,No,Semi-Erect,None,None,Intolerant,Late Spring,Yes,No,Yes,No,No,No,No,Yes,No,No
yellow buckeye,Aesculus flava,"USA(AL, DC, GA, IL, IN, KY, MD, MS, NC, NJ, NY, OH, PA, SC, TN, VA, WV)",Hippocastanaceae,Horse-chestnut family,Perennial,"Tree, Shrub",Spring and Summer,Yellow,Green,Single Stem,Moderate,65,No,Erect,Severe,Low,Tolerant,Late Spring,Yes,No,Yes,No,No,Yes,No,No,No,No
painted buckeye,Aesculus sylvatica,"USA(AL, GA, NC, SC, TN, VA)",Hippocastanaceae,Horse-chestnut family,Perennial,"Tree, Shrub",Spring and Summer,Yellow,Green,Single Stem,Moderate,65,No,Erect,Severe,Low,Intermediate,Mid Spring,Yes,No,Yes,No,No,Yes,No,No,No,No
American century plant,Agave americana,"USA+(VI), USA(AZ, CA, FL, HI, LA, TX)",Agavaceae,Century-plant family,Perennial,"Subshrub, Forb/herb, Shrub","Spring, Summer, Fall",Yellow,Green,Single Crown,Slow,6,No,Semi-Erect,None,High,Intolerant,Indeterminate,Yes,No,Yes,No,No,Yes,No,Yes,No,No
pale agoseris,Agoseris glauca,"CAN(AB, BC, MB, NT, ON, SK), USA(AK, AZ, CA, CO, IA, ID, KS, MI, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY)",Asteraceae,Aster family,Perennial,"Forb/herb, Subshrub, Shrub",Spring and Summer,Yellow,Green,Single Crown,Rapid,1,No,Decumbent,None,Medium,Intolerant,Mid Spring,No,No,No,No,No,Yes,No,No,No,No
bigflower agoseris,Agoseris grandiflora,"CAN(BC), USA(CA, ID, MT, NV, OR, UT, WA)",Asteraceae,Aster family,Perennial,Forb/herb,Spring,Yellow,Green,Single Crown,Moderate,1.8,No,Prostrate,None,Medium,Intolerant,Spring,No,No,No,No,No,Yes,No,No,No,No
tall hairy agrimony,Agrimonia gryposepala,"CAN(BC, MB, NB, NS, ON, PE, QC), USA(AL, AR, AZ, CA, CT, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OR, PA, RI, SC, SD, TN, VA, VT, WA, WI, WV, WY)",Rosaceae,Rose family,Perennial,Forb/herb,Spring,Yellow,Green,Single Stem,Moderate,5.9,No,Erect,None,Low,Intermediate,Summer,Yes,No,No,No,No,Yes,No,No,No,No
harvestlice,Agrimonia parviflora,"CAN(ON), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, WI, WV)",Rosaceae,Rose family,Perennial,Forb/herb,Spring and Summer,Yellow,Green,Multiple Stem,Rapid,6,No,Erect,None,Low,Intermediate,Mid Summer,Yes,No,Yes,No,No,Yes,No,No,No,No
beaked agrimony,Agrimonia rostellata,"USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV)",Rosaceae,Rose family,Perennial,Forb/herb,Spring,Yellow,Green,Single Stem,Moderate,2.3,No,Erect,None,Low,Intermediate,Summer,Yes,No,No,No,No,Yes,No,No,No,No
roadside agrimony,Agrimonia striata,"CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(AL, AZ, CO, CT, DE, GA, IA, KY, MA, MD, ME, MI, MN, MT, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SD, VT, WI, WV, WY)",Rosaceae,Rose family,Perennial,Forb/herb,Spring and Summer,Yellow,Green,Rhizomatous,Moderate,6,No,Erect,None,Medium,Tolerant,Mid Summer,No,No,No,No,No,Yes,No,No,No,No
crested wheatgrass,Agropyron cristatum,"CAN(AB, BC, LB, MB, NS, NT, ON, QC, SK, YT), USA(AK, CA, CO, CT, DE, IA, ID, IL, IN, KS, KY, MA, MI, MN, MT, ND, NE, NH, NM, NV, NY, OK, OR, SD, TX, UT, WA, WY)",Poaceae,Grass family,Perennial,Graminoid,Spring and Fall,Yellow,Green,Rhizomatous,Rapid,2,Yes,Erect,None,High,Intolerant,Early Spring,No,No,No,No,No,Yes,No,No,No,No
desert wheatgrass,Agropyron desertorum,"USA(AZ, CA, CO, IA, IL, IN, KS, MA, MO, MT, ND, NM, NV, NY, OH, OR, SD, TX, UT, WI, WY)",Poaceae,Grass family,Perennial,Graminoid,Spring and Fall,Yellow,Green,Bunch,Rapid,3,Yes,Erect,None,High,Intolerant,Early Spring,No,No,No,No,No,Yes,No,No,No,No
Siberian wheatgrass,Agropyron fragile,"CAN(AB, BC, MB, NT, SK, YT), USA(CO, MT, NM, NV, SD, UT, WY)",Poaceae,Grass family,Perennial,Graminoid,Spring and Fall,Yellow,Green,Bunch,Rapid,3,No,Erect,None,High,Intolerant,Mid Spring,No,No,No,No,No,Yes,No,No,No,No
velvet bentgrass,Agrostis canina,"CAN(LB, NB, NF, NS, PE, QC), DEN(GL), FRA(SB), USA(CT, DE, HI, MA, MD, ME, MI, MN, NH, NJ, NY, OR, PA, RI, TN, VT, WV)",Poaceae,Grass family,Perennial,Graminoid,Spring and Summer,Yellow,Green,Stoloniferous,Moderate,1.5,Yes,Erect,None,Low,Intolerant,Late Spring,No,No,No,No,No,Yes,Yes,Yes,No,No
colonial bentgrass,Agrostis capillaris,"CAN(BC, LB, NB, NF, NS, ON, PE, QC, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, CA, CT, DC, HI, ID, IL, IN, KY, MA, MD, ME, MI, MO, MS, MT, NC, ND, NH, NJ, NV, NY, OH, OR, PA, RI, SC, TN, UT, VA, VT, WA, WV, WY)",Poaceae,Grass family,Perennial,Graminoid,Spring and Summer,Yellow,Green,Stoloniferous,Moderate,2,Yes,Semi-Erect,None,Low,Intolerant,Mid Summer,No,No,No,No,No,Yes,Yes,Yes,No,No
spike bentgrass,Agrostis exarata,"CAN(AB, BC, NT, SK, YT), USA(AK, AZ, CA, CO, ID, KY, MT, NE, NM, NV, OK, OR, SD, TX, UT, VT, WA, WY)",Poaceae,Grass family,Perennial,Graminoid,"Spring, Summer, Fall",Yellow,Green,Rhizomatous,Moderate,3,Yes,Erect,None,Low,Intolerant,Late Spring,No,No,No,No,No,Yes,No,No,No,No
redtop,Agrostis gigantea,"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Poaceae,Grass family,Perennial,Graminoid,Spring and Summer,Yellow,Green,Rhizomatous,Rapid,2,Yes,Erect,None,Medium,Intolerant,Late Spring,No,No,No,No,No,Yes,No,No,No,No
Idaho bentgrass,Agrostis idahoensis,"CAN(BC), USA(AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)",Poaceae,Grass family,Perennial,Graminoid,"Spring, Summer, Fall",Yellow,Green,Bunch,Moderate,1.4,No,Erect,None,Medium,Intolerant,Late Spring,No,No,No,No,No,Yes,No,No,No,No
rough bentgrass,Agrostis scabra,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD, ME, MI, MN, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Poaceae,Grass family,Perennial,Graminoid,Spring,Yellow,Green,Bunch,Moderate,2.5,No,Erect,None,Low,Intolerant,Early Spring,No,No,No,No,No,Yes,No,No,No,No
creeping bentgrass,Agrostis stolonifera,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Poaceae,Grass family,Perennial,Graminoid,Summer,Yellow,Green,Stoloniferous,Moderate,2,Yes,Erect,None,Low,Intolerant,Mid Summer,No,No,No,No,No,Yes,Yes,Yes,No,No
mountain alder,Alnus viridis ssp. crispa,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK), DEN(GL), FRA(SB), USA(AK, MA, ME, MI, MN, NC, NH, NY, PA, TN, VT, WI)",Betulaceae,Birch family,Perennial,"Tree, Shrub",Spring and Summer,Yellow,Green,Thicket Forming,Moderate,10,No,Erect,None,None,Intermediate,Summer,Yes,No,Yes,No,No,Yes,No,No,No,No
creeping meadow foxtail,Alopecurus arundinaceus,"CAN(AB, MB, NF, NT), USA(AZ, CO, ID, KY, MT, ND, NE, SD, UT, WA, WY)",Poaceae,Grass family,Perennial,Graminoid,Spring and Summer,Yellow,Green,Rhizomatous,Rapid,3,No,Erect,None,Medium,Intolerant,Spring,No,No,No,No,No,Yes,No,No,No,No
meadow foxtail,Alopecurus pratensis,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY)",Poaceae,Grass family,Perennial,Graminoid,Spring and Summer,Yellow,Green,Rhizomatous,Rapid,3,No,Erect,None,Low,Intolerant,Spring,No,No,No,No,No,Yes,No,No,No,No
burrobush,Ambrosia dumosa,"USA(AZ, CA, NV, UT)",Asteraceae,Aster family,Perennial,"Subshrub, Shrub",Spring and Summer,Yellow,Green,Single Crown,Rapid,2,No,Semi-Erect,None,High,Intolerant,Late Winter,Yes,No,Yes,No,No,Yes,No,No,No,No
European beachgrass,Ammophila arenaria,"CAN(BC, NS), USA(CA, HI, MD, OR, PA, UM, WA)",Poaceae,Grass family,Perennial,Graminoid,Spring and Fall,Yellow,Green,Rhizomatous,Moderate,2,Yes,Erect,None,Medium,Intolerant,Spring,Yes,No,No,No,No,No,No,Yes,No,No
American beachgrass,Ammophila breviligulata,"CAN(BC, LB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(CA, CT, DE, IL, IN, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, OR, PA, RI, SC, VA, VT, WA, WI)",Poaceae,Grass family,Perennial,Graminoid,"Spring, Summer, Fall",Yellow,Green,Rhizomatous,Rapid,2.5,Yes,Erect,None,Medium,Intolerant,Spring,Yes,No,No,No,No,No,No,Yes,No,No
tarweed fiddleneck,Amsinckia lycopsoides,"CAN(BC), USA(AK, CA, CO, CT, ID, IL, MA, MO, MS, MT, ND, NE, NH, NY, OH, OK, OR, PA, TX, UT, WA, WI, WY)",Boraginaceae,Borage family,Annual,Forb/herb,Spring and Summer,Yellow,Green,Single Crown,Moderate,3,No,Erect,Severe,High,Intolerant,Late Spring,No,No,No,No,No,Yes,No,No,No,No
western pearly everlasting,Anaphalis margaritacea,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA(AK, AZ, CA, CO, CT, DE, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Asteraceae,Aster family,Perennial,Forb/herb,Spring and Summer,Yellow,Green,Rhizomatous,Rapid,3,No,Erect,None,Medium,Intermediate,Early Summer,No,No,Yes,No,No,Yes,No,No,No,No
big bluestem,Andropogon gerardii,"CAN(MB, ON, QC, SK), USA(AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV, WY)",Poaceae,Grass family,Perennial,Graminoid,Summer,Yellow,Green,Bunch,Moderate,7,No,Erect,None,High,Intolerant,Mid Summer,No,No,No,No,No,Yes,No,No,No,No
sand bluestem,Andropogon hallii,"CAN(MB, SK), USA(AZ, CO, IA, IL, IN, KS, MN, MT, ND, NE, NM, OK, SD, TX, UT, WY)",Poaceae,Grass family,Perennial,Graminoid,Summer,Yellow,Green,Rhizomatous,Moderate,6.4,No,Erect,None,High,Intolerant,Mid Summer,No,No,No,No,No,Yes,No,No,No,No
broomsedge bluestem,Andropogon virginicus,"CAN(ON), USA+(PR), USA(AL, AR, CA, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, UM, VA, WV)",Poaceae,Grass family,Perennial,Graminoid,Summer,Yellow,Green,Bunch,Slow,3,No,Erect,None,High,Intolerant,Late Spring,No,No,No,No,No,Yes,No,No,No,No
Pacific anemone,Anemone multifida,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, QC, SK, YT), USA(AK, AZ, CA, CO, ID, ME, MI, MN, MT, ND, NE, NM, NV, NY, OR, SD, UT, VT, WA, WI, WY)",Ranunculaceae,Buttercup family,Perennial,Forb/herb,Spring and Summer,Yellow,Green,Rhizomatous,Rapid,2,No,Erect,None,Low,Tolerant,Early Summer,No,No,Yes,No,No,Yes,No,No,No,No
sugar apple,Annona squamosa,"USA+(PR, VI), USA(FL, PW)",Annonaceae,Custard-apple family,Perennial,Tree,Summer and Fall,Yellow,Green,Single Crown,,20,No,Rounded,Slight,High,Intolerant,Summer,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes
rhizoma peanut,Arachis hagenbeckii,USA(GA),Fabaceae,Pea family,Perennial,Forb/herb,"Spring, Summer, Fall",Yellow,Green,Rhizomatous,Rapid,1.3,No,Prostrate,None,Medium,Intolerant,Mid Summer,No,No,No,No,No,No,No,Yes,No,No
wideleaf polargrass,Arctagrostis latifolia,"CAN(AB, BC, LB, MB, NT, NU, ON, QC, YT), DEN(GL), USA(AK)",Poaceae,Grass family,Perennial,Graminoid,Spring and Summer,Yellow,Green,Bunch,Slow,1.8,No,Erect,None,Low,Intolerant,Late Spring,No,No,No,No,No,Yes,No,No,No,No
silverweed cinquefoil,Argentina anserina,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA(AK, AZ, CA, CO, CT, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VT, WA, WI, WY)",Rosaceae,Rose family,Perennial,Forb/herb,Spring and Summer,Yellow,Green,Stoloniferous,Rapid,0.5,No,Decumbent,None,Low,Tolerant,Spring,Yes,No,Yes,No,No,No,No,No,No,No
Arizona threeawn,Aristida arizonica,"USA(AZ, CO, NM, NV, OK, TX, UT)",Poaceae,Grass family,Perennial,Graminoid,Summer,Yellow,Green,Bunch,Rapid,2,No,Erect,None,High,Intolerant,Mid Summer,No,No,No,No,No,Yes,No,No,No,No
poverty threeawn,Aristida divaricata,"USA(AZ, CA, CO, KS, NM, OK, TX)",Poaceae,Grass family,Perennial,Graminoid,Spring and Summer,Yellow,Green,Bunch,Slow,1.3,No,Semi-Erect,None,High,Intermediate,Late Spring,No,No,No,No,No,Yes,No,No,No,No
Fendler threeawn,Aristida purpurea var. longiseta,"CAN(AB, BC, MB, SK), USA(AZ, CA, CO, IA, ID, KS, LA, MN, MT, NC, ND, NE, NM, NV, OK, OR, SC, SD, TX, UT, WA, WY)",Poaceae,Grass family,Perennial,Graminoid,"Fall, Winter and Spring",Yellow,Green,Bunch,Rapid,1.4,No,Erect,None,High,Intolerant,Early Spring,No,No,No,No,No,Yes,No,No,No,No
rayless arnica,Arnica ×diversifolia,"USA(AK, CA, ID, MT, NV, OR, UT, WA)",Asteraceae,Aster family,Perennial,Forb/herb,Summer,Yellow,Green,Rhizomatous,Moderate,1.3,No,Erect,None,None,Intermediate,Summer,Yes,No,No,No,No,Yes,No,Yes,No,No
clasping arnica,Arnica amplexicaulis,"CAN(AB, BC, NT, YT), USA(AK, CA, ID, MT, NV, OR, UT, WA, WY)",Asteraceae,Aster family,Perennial,Forb/herb,Spring and Summer,Yellow,Green,Rhizomatous,Moderate,2.5,No,Erect,None,Low,Tolerant,Summer,No,No,No,No,No,Yes,No,Yes,No,No
Chamisso arnica,Arnica chamissonis,"CAN(AB, BC, MB, NT, ON, QC, SK, YT), USA(AK, AZ, CA, CO, ID, MT, NM, NV, OK, OR, UT, WA, WY)",Asteraceae,Aster family,Perennial,Forb/herb,Spring and Summer,Yellow,Green,Rhizomatous,Moderate,2.5,No,Erect,None,None,Intermediate,Early Summer,No,No,Yes,No,No,Yes,No,Yes,No,No
